rockylee,6-Oct," rocky,  i'm not going to give you a lesson on economics and try to convince you to buy a bmw.thank-you. i guess habitat, i'm partial pal with gm, because most of my family has worked for them and delphi.dad, and a few remaining relatives took the early buy-out at the end of july after 27 yrs. i still have a few family members left on the gm and delphi payroll. i'm not on bmw's marketing payroll and i don't care what you drive. vice- nissan  i'm sure.that is correct again. i'm just glad you aren't interested in  car  made with cheap labor by child slaves. at least bmw's for the most part are made by people that are paid a livable wage and most are union-made and i can respect that pal.  but i will share my personal experience and why i don't ever see financially soph toyota icated buyers flocking from bmw (or lexus, or acura or..) to cadillac.for the most part you are correct. cadillac has rebounded itself. i agree they need get that interior down to european levels to have a chance at regaining market-share.from 1987 to 1995 i owned a acura  acura . initial cost $12,600. retired to salvation army in 1995 w/ 127k miles.  those were fun to drive  car . like a go-kart, my buddy had a gs-r coupe a mid 90's model  ifrom 1995 to present i own a nissan  nissan . initial cost $20,500. retired from primary duty in 2004, but still alive and kicking at 155k miles. nissan 's are nice. they were a big player in the mid-90's. they have redone the interior very nicely, what last year ? perhaps there is a gm/cadillac model that you would find attractive to own for the next 10 years.i used to swap  car  often, but now i like to hold on to them for at least 3 years. i'm going to buy at least my wifes grandma's 2000 buick  buick  for $4k. she passed away a couple of months ago. it has like 70k on it. it will be my future work car. my grandmother has a 2002 oldsmobile aurora, with 43k and she is willing to sell it to me for $10k. i think i'm going to buy it also for the wife and kids. that's below trade in value. i'm going to pay cash for both.  i have a seriously difficult time renting a gm for 10 days on business.getting the low-end models must stink. for me, the value of a  bmw , or any number of other really well built and well engineered  car , is that they can last 10-15 years - and still be enjoyable to drive at the end of that time.i completely understand. gm, in the past they built some very horrible  car . i know why you are so skeptical about the future. in my eyes i'm finally seeing action, instead of just promises from gm. i as you know post alot. i spend alot of time gathering the newest inside secrets i can, and like posting links on edmunds. especially when it has something to do with gm.if you buy high quality that lasts, at a fair price, you will almost always be ahead of buying low quality at a cheaper price. agree  gm has a long h toyota ory of producing vehicles that, after 5 years, hardly anyone wants to own. they might have the ability to last 150k miles, but if they weren't already killing you with squeaks and rattles when they were new, they certainly will by the 5 year mark.agree. however i'm beginning to see changes. the 2004'  pontiac  was the beginning of change and signs of quality. it didn't sell well because of style. the lucerne is another nice piece of quality. now we have the new suv's cuv's trucks, and you gotta agree that was a huge quality jump from the previous generation. habitat, take a saturn  saturn  sometime when you get a chance for a test drive. it's not like you are obligated to buy it. how bout those kappa twins ?  i seriously doubt even you would find a 5+ year ownership experience desirable.off the top of my head the aurora's, 95-99 riviera were both rock solid. my former 02' cadillac seville sts was rock solid also. but yeah, for the most part you are correct unfortunately.i'm sure gm would have something with another 100 lbs of torque to get your blood going. and you'd be stuck trying to find someone who finds a 4-5 year old caddy an attractive car. they may be out there where you live, but they sure aren't in my neighborhood.yes cadillacs, are very popular around here. lots of conservative people around here. they like domestics especially the trucks and suv's (mainly gm) michigan, otoh the conservatives like japananese, and domestics, kinda weird to me. :surprise:so in summary, i don't fault you for liking gm. that's your prerogative. and, i certainly don't fault you for thinking $40k is expensive. i made the same as you when i bought that  acura  and thought, at the time, that a $20k  acura  was too much.$40k i think is alot of money, no matter how much you make. if i was a millionaire it would still be a good chunk of change. i hope gm, can make a car that even somebody like you would like to own someday. but i would respectfully suggest that true build quality and long term value are not things that should be dismissed in favor of leather and torque. and that's where imo, bmw will continue to shine over gm. they do shine, and have a huge fan base. people who can and can't afford but both desire them the same. i've always respected bmw's  car . it's not like they are pos's. they are true-blue german engineered. even i was close to pulling the trigger on a very low mileage 97' black  bmw  sedan last year.  got a question, i sat in my buddy's 97'  bmw  sedan in the back seat. is the  bmw  as roomy as it in the back seat ???? how much will the 400 hp  bmw  be ? will the sedan be the same price as the coupe ???? (if you know by chance?)p.s. in 1988 i bought a fixer upper house in a good neighborhood that i stretched for. this month, i'll send in the final mortgage payment. it's current market value is about as much as our 911s ... plus a 911 turbo, cayenne turbo, and carrera gt combined. hey rich guy, if you ever come to texas, you need to look me up and give me a ride in your 911s :p ne ways congrats on paying your home off. i bet that felt good.  too bad my generation will never be able to get a   ""  kia hyundai affordable  ""  kia hyundai  home. they are so out of line with prices. :mad: dad, and grandpa told me it use to be that the rule of thumb was to not buy more house than 1-weeks net pay. now they say 2 weeks and if your spouse has a job 3 weeks. :surprise: i know i'm much younger than you, but is my generation insane or what habitat ????so don't feel too bad for your friends that put money into a house instead of a caddy... or a bmw... or even an acura  acura . that is true, but some of them are buying the cadillac of houses.... one's they really can't afford. i think if you looked around you'd agree. house + car doesn't=job :confuse:rocky "
rockylee,6-Oct, what do you think about the new  volvo  ?rocky 
kdshapiro,6-Oct,"   ""  kia hyundai otoh, like i  toyota d they don't do it for me.  ""  kia hyundai got it. so what car in here appeals to you and why? you can have the detroit torque, i'm way past that. i want a quality drive with the detroit torque, unfortunately i can't afford a bugatti. "
kdshapiro,6-Oct,"   ""  kia hyundai i'm not saying bmw will be toast, but a good slice of the 2,000,000 unit pie should be taken by cadillac finally  ""  kia hyundai you're living in the future. that's okay. you believe caddy is going to do great things in two years.do you think people shopping a 335 are going to buy a cts-v? i don't. people shopping an  bmw  or  bmw  aren't going there either. a person who can afford an  bmw  is not buying a cts-v. people buy those  car  for specific reasons, none of which cadillac can offer.the cts-v will be going after the 550 and m45 crowd. a rather narrow slice. again, someone who wants a 550, i cannot see getting a cts-v, but an m45 buyer might be a candidate. i think cadillac is too little to late. "
rockylee,6-Oct," got it. so what car in here appeals to you and why? you can have the detroit torque, i'm way past that. i want a quality drive with the detroit torque, unfortunately i can't afford a bugatti.for 2007' i'd say the most appealing entry lux  car  on the market are the  pontiac 5, bmw  bmw , lexus is 350, acura tl type-s, and yes a cts, and thats about covers it, right ? why do i like these  car  ? well they all have above average performance. some offer a bit more   ""  kia hyundai gadgets  ""  kia hyundai  while the others offer a bit more performance. if money was no option it would be a  bmw  since it's the newest player and has the best performance, while still offering enough gadgets. the tl type-s, probably would be the most practical since it's a fwder and can be driven year-around. the  pontiac 5, is pretty darn nice also. the lexus is, has the most gadgets, but it's back seat is very tight. it's probably the best looking though. the lexus is, without the sport suspension package is roughly $44-45k add the sport suspension it's about $47k, and finally it might be worth getting since vdim is defeatable for 07'. i hope to see a head to head test of a  bmw  vs. 07 is 350. now that would be a great test.  in 2008' we will be able to throw cadillac, into the mix without any regrets.  rockyp.s.   ""  kia hyundai you can afford a buggati if you can get em' to do generation loans  ""  kia hyundai  your great, great, great, great, grand children would be happy their pappy signed them up. :p "
brightness04,6-Oct,"  i'm not boasting about it because it's never enough unless you are rich like brightness nah, i made only $30k or so back when i was 24; that was probably below average income nation-wide, and certainly below average where i lived . . . thank goodness i made a little more earlier, so had a car fully paid for already so i had a car to drive around that year. it was tough to make a living on $30k in boston, even without a car payment. car  are about the worst place to park money, imho. it hardly matters which brand you buy, most of them cost about 50% purchase price in three years after factoring depreciation, interest payment, taxes and insurance. that's purchase price, not msrp. relatively high line  car  may have higher residual as per centage of msrp, they have higher base to begin with and have higher cost of money (ie. either the interest cost or the cost of your own money not earning interest). take for example, even the  bmw , three year residual is about 61%-65% (assuming real life resale is as high as alg number, which is highly doubtful), cost of money at 5% works out to be 15% over three years. the 50% mark is reached even before typical 3-8% sales tax, 2-3% annual excise tax, $700-$2000 (2-5%) annual insurance etc . . . the only way to keep the per centage somewhat lower is waiting for the initial craze to pass, and shop for deep discounts and interest subsidies. that used to be gm's specialty, but nowadays bmw seems to have joined the club too. "
rockylee,6-Oct," you're living in the future. that's okay. you believe caddy is going to do great things in two years.yep.  do you think people shopping a 335 are going to buy a cts-v? i don't.within 2 years they will cross-shop em'. then their will be a gut check of do i want the badge or the new champ ? :ppeople shopping an  bmw  or  bmw  aren't going there either. a person who can afford an  bmw  is not buying a cts-v. people buy those  car  for specific reasons, none of which cadillac can offer. we will see within 2 years. the cts-v will be going after the 550 and m45 crowd. a rather narrow slice. again, someone who wants a 550, i cannot see getting a cts-v, but an m45 buyer might be a candidate. i think cadillac is too little to late. people will have to choose between   ""  kia hyundai life.  subaru . and the pursuit  ""  kia hyundai . or ultimate driving machine  the difference is big. the bmw, does have benchmark handling character toyota ics. the new cts-v, will flat out blow the doors off of any bmw ever made in a straight-line.i think bmw, will keep its hardcore handling obsessed audience, but will still have slices of the pie taken away by cadillac, and acura's 09' tl. they will be new customers, and i think both car company's could hamper bmw, from new generations. cadillac, and we know acura will deliver the goods in gadgetology, and both will be cheaper to own because of price, and reliability.in 2007' the decision won't be as hard as the future. i guarantee you that.  rocky "
rockylee,6-Oct," that used to be gm's specialty, but nowadays bmw seems to have joined the club too.whoa !!!! :surprise:   ""  kia hyundai open worm can alert  ""  kia hyundai  :blush: rotflmao   warning: you are about to be attacked, for saying those words. bmw, and deep discounts don't go hand and hand, do they ? :surprise: rocky "
brightness04,6-Oct,"    ""  kia hyundai you can afford a buggati if you can get em' to do generation loans  ""  kia hyundai  your great, great, great, great, grand children would be happy their pappy signed them up. nah, in a normal interest environment, stretching loans beyond a decade or two makes very little difference for the size of each monthly payment. at the current 5-6%, the intereste payment on the $1.1 million veyron is $60-70k a year (apy vs.   ""  kia hyundai rate  ""  kia hyundai ), with no capital amortization at all. generational loans showed up for real estates once upon a time in some parts of the world only because interest rate was extraordinarily low. "
rockylee,6-Oct," brightness, i was trying to be funny, not scientific. lol. :p however your math does make sense. the interest will kill ya like a home loan.rocky "
louiswei,6-Oct," the lexus is, without the sport suspension package is roughly $44-45k add the sport suspension it's about $47krocky, i don't know how you get these ridiculous figures like 51k+ for  bmw  and 47k for is350 sports. the most loaded is350 that i was able to come up is 45k and that's with the luxury package and every gadgets available out there. as matter of fact, the sports package actually costs less than the luxury package so 45k should be the top end of is350's price range.finally it might be worth getting since vdim is defeatable for 07'the vdim is defeatable for the 06', it's just without the switch. but my point is that it is defeatable but just takes longer so bite me :p .in 2008' we will be able to throw cadillac, into the mix without any regrets.for the last dang time...the 08' is not going to be the messiah of caddy!! "
blueguydotcom,6-Oct," rocky wrote:  too bad my generation will never be able to get a   ""  kia hyundai affordable  ""  kia hyundai  home. they are so out of line with prices. what is your generation? i'm 32 and i don't think home prices are that out of line, even in san diego. heck, outside of ca, especially in places like the south, homes are scary cheap, imho.bmw, and deep discounts don't go hand and hand, do they ? yes, they do. i've been trying to tell you that for some time. my first bimmer in 03 was sold to me for $400 over invoice. my last one - an 06 330i - was sold to me for a couple thousand under invoice. seems to me that they'll deal. "
habitat1,6-Oct,"   ""  kia hyundai hey rich guy, if you ever come to texas, you need to look me up and give me a ride in your 911s. ne ways congrats on paying your home off. i bet that felt good. too bad my generation will never be able to get a   ""  kia hyundai affordable  ""  kia hyundai  home.  ""  kia hyundai no (driving) travel plans to texas, but if you make it to dc i can run you by the monuments with the top down.  and, correction, i'm certainly not   ""  kia hyundai rich  ""  kia hyundai  by my peer standards. one of my b-school classmates has made his way up to around #250 on the most recent forbes 400 l toyota . several others are in solid 8 and 9 figure territory. by those standards, i'm damn near penniless. but it's all relative and i'm still not too proud to admit that i changed my own oil on that nissan  nissan  at least 40 times.not to turn edmunds into cnbc, but on the house front, i agree that your generation has it a little tougher than mine. but don't get discouraged. when i bought in 1988, fixed mortgage rates were 14%. :surprise: i went with an adjustable that worked it's way up to 12.75% before interest rates started heading down and i was able to refinance. all the pain you can bear now on the house front will likely pay dividends in the long run if you go for a quality location. lastly, i respect the hard working folks that put their time in working for gm and i hope i never say anything that is contadictory to that. i put the blame for the decline of the company mostly on management and some on the union heads and structure, but not the union rank and file. "
brightness04,6-Oct," there was once upon a time when houston housing was just about as expensive as that of san diego of the same time, back in 1980 or so. the value of structure on a $1mil single-family in san deigo or boston suburb is about $150-200k . . . the rest is the land, which is pure speculation.back to the main topic at hand, wow, you did a great deal on the 330i . . . it's the first model year of the e90, no less! with the discounting, lease subsidies, and all-inclusive service and wear-items, bmw's are starting to be price-competitive again, especially in this segment . . . the $1k brake job is practically mandatory at two-year mark, with those soft brakes nowadays used across this market segment. "
louiswei,6-Oct," the new cts-v, will flat out blow the doors off of any bmw ever made in a straight-line.rocky, you are either crazy or have gone mad. that sentence is probably true with all the non-m  bmw  but i honestly don't think the cts-v (new or old) can   ""  kia hyundai flat out blow the doors off  ""  kia hyundai  the  bmw  and  bmw .i think both car company's could hamper bmw, from new generationsacura maybe but i don't like caddy's chance to attract the below-30 crowd. bmw has the ability to attract younger buyers with their entry level product ( bmw ) and keep them as loyal customers while they move up the ladder to the 5, 6 and 7 series. so far i haven't seen the cts to have the ability of doing the same for caddy yet. also, another problem for caddy is that there is not a strong upper lineup. the sts is respectable but after compare it to  bmw , e, m and gs then it becomes laughable. i am not even going to go to dts since its definitely not up to par to compete with the other flagships. based on the assessment i'll say that caddy is having trouble to attract younger buyers and at the same time also having trouble to turn them into loyal customers. so even though you, rocky, are very optim toyota ic about caddy's future; me, however, is not so much.infiniti is doing the same thing and doing it well with the g and the m seems to be a good candidate of a potential upgrade. the missing piece right now for infiniti is that it doesn't have a respectable flagship yet (i am pretty sure they are working very hard to come up with the next q). once that piece is in place, infiniti could become a potential force to be reckon with. if i am bmw, i'll be watching them very closely more than any other manufactures.acura has a winner in tl but failed to provide a next one up in their lineup (i really don't see the rl as a serious competitor among the  bmw , e, gs and m group with a v6). they also don't have a large luxury sedan to go head to head with other flagships.last but not least lexus was in the similar situation as caddy with an older-age customer base. however, lexus has a very strong upper lineup (way stronger than caddy) with their gs and ls so all they have to do is to create a winner in the bottom then they should be fine. seems to me that the new is is doing its part to help out the age group imbalance situation and hopefully lexus can learn from a few m toyota akes in the current is (no stick, soft) and implementing into the next generation. "
brightness04,6-Oct,"  when i bought in 1988, fixed mortgage rates were 14%. give me that 14% now, and a corresponding 70% price reduction, i'd actually increase my housing exposures :-) interest rate can be refinanced later at lower rate . . . refinancing principle on the other hand is called bankruptcy. "
qbrozen,6-Oct," you won't get an argument from me.i'd never consider a 325, to be perfectly honest.although, in terms of this thread, some could argue the 325 can at least outperform family haulers in many areas other than acceleration. "
qbrozen,6-Oct," as rocky point out, this is about  sedan . last time i checked, the boxster was not one.performance is absolutely relative. a hummer can outperform a model t, so, by your reasoning, that makes it a performance vehicle. ummmm... no.let's stick in the here and now.the equation is performance for a price. so both are relevant and not independent. "
rockylee,6-Oct," rocky, i don't know how you get these ridiculous figures like 51k+ for  bmw  and 47k for is350 sports. the most loaded is350 that i was able to come up is 45k and that's with the luxury package and every gadgets available out there. as matter of fact, the sports package actually costs less than the luxury package so 45k should be the top end of is350's price range. what !!!!! the sport suspension package is $47k with pre-collision. the sport-suspension is more than the luxury-package. you need to go do some research before criticizing me.  the vdim is defeatable for the 06', it's just without the switch. but my point is that it is defeatable but just takes longer so bite mewhat ? i know all about the secret code :confuse: what does biting you have to do with anything. is that how you get your vdim to defeat ? :surprise: for the last dang time...the 08' is not going to be the messiah of caddy!! we are already beginning to bow and ask if we are   ""  kia hyundai worthy  ""  kia hyundai  enough to drive such a benchmark. :p j/krocky  "
rockylee,6-Oct," what is your generation? x, i'm 27.i'm 32 and i don't think home prices are that out of line, even in san diego. heck, outside of ca, especially in places like the south, homes are scary cheap, imho.you  toyota d it with a straight face. amazing :surprise: yes, they do. i've been trying to tell you that for some time. my first bimmer in 03 was sold to me for $400 over invoice. my last one - an 06 330i - was sold to me for a couple thousand under invoice. seems to me that they'll deal. wow, then maybe a  bmw  isn't out all that unpractical. i'm gonna have to go shopping with you if i like a  bmw  or  bmw   rocky "
rockylee,6-Oct," no (driving) travel plans to texas, but if you make it to dc i can run you by the monuments with the top down.now that would be cool.and, correction, i'm certainly not   ""  kia hyundai rich  ""  kia hyundai  by my peer standards. one of my b-school classmates has made his way up to around #250 on the most recent forbes 400 l toyota . several others are in solid 8 and 9 figure territory. by those standards, i'm damn near penniless. but it's all relative and i'm still not too proud to admit that i changed my own oil on that nissan  nissan  at least 40 times.well you definetly aren't a typical   ""  kia hyundai suit  ""  kia hyundai  then.  not to turn edmunds into cnbc, but on the house front, i agree that your generation has it a little tougher than mine. but don't get discouraged. when i bought in 1988, fixed mortgage rates were 14%. i went with an adjustable that worked it's way up to 12.75% before interest rates started heading down and i was able to refinance. all the pain you can bear now on the house front will likely pay dividends in the long run if you go for a quality location.  lastly, i respect the hard working folks that put their time in working for gm and i hope i never say anything that is contadictory to that. i put the blame for the decline of the company mostly on management and some on the union heads and structure, but not the union rank and file.wow, that was a nice compliment. i deep down do blame the uaw suits, for some of the work-rules they had in place for all those years. think-god, they are finally loosening them. i guess they are making up to gm, and ford, by allowing them to hire temps really cheap. what's weird is they didn't extend the offer to dcx. tension between the mustache guy and getterfinger ??? who knows. :surprise: rocky "
rockylee,6-Oct," brightness, so are you saying the expensive maintainence is keeping prices down ?rocky "
louiswei,6-Oct," what !!!!! the sport suspension package is $47k with pre-collision. the sport-suspension is more than the luxury-package. you need to go do some research before criticizing me.i did.sports package w/ additional options ($43,462.00):sport package includes:- perforated leather-trimmed interior- power tilt-and-telescopic steering column- lexus memory system for power driver's seat (except lumbar) outside mirrors and steering wheel- heated and ventilated front  seat - aluminum sport pedals- aluminum doorsill scuff plates- rain-sensing intermittent windshield wipers with m toyota  cycle- electrochromic (auto-dimming) outside mirrors with auto tilt-down in reverse- bi-xenon high-intensity discharge (hid) headlamps- adaptive front lighting system (afs)- sport-tuned suspension- 18-inch alloy wheelsadditional options:- lexus voice-activated dvd navigation system - intuitive parking ass toyota  - headlamp washers - preferred accessory package (includes cargo net, trunk mat and wheel locks) ------------------------------------------------------------luxury package w/ additional options ($44,436.00):luxury package with 18-in wheels includes:- auburn bird's-eye maple interior trim- perforated leather-trimmed interior- power tilt-and-telescopic steering column- lexus memory system for power driver's seat (except lumbar) outside mirrors and steering wheel- heated and ventilated front  seat - il chevrolet ted doorsill scuff plates- power rear-window sunshade- rain-sensing intermittent windshield wipers with m toyota  cycle- electrochromic (auto-dimming) outside mirrors with auto tilt-down in reverse- bi-xenon high intensity discharge (hid) headlamps- adaptive front lighting system (afs)- 18-in alloy wheelsadditional options:- lexus voice-activated dvd navigation system - intuitive parking ass toyota  - headlamp washers - preferred accessory package (includes cargo net, trunk mat and wheel locks) - rear spoiler - floor mats, all-weather like i  toyota d, luxury package is more expensive than the sports package. looks like i am not the one that needs to do some more research. "
brightness04,6-Oct,"  car  in this segment practically all require a $1000 brake job at 2-yr, 25-30k mark nowadays due to the pads they are using now in order to get great 70-0 numbers, well within the time span of even a 36-mo lease, so the buyer/leaser would have to pay for it if wear items not covered. bmw has all service and wear items included in purchase price, whereas the other mfrs do not . . . so i would take that into account when cross-shopping. the free oil changes are cheap and nearly irrelevent, but the brake job (and clutch replacement if your driving condition involves heavy clutch wear) is not cheap if you have to pay for it. "
